ID,whiteElo,blackElo,result,eloChange
H3#63,2510,2340,1,2.7
H3#64,2340,2500,1,7.2
H3#65,2505,2510,0.5,0.1
H3#66,2555,2570,1,5.2
H3#67,2535,2510,0.5,-0.4
H3#68,2570,2535,0,-5.5
H3#69,2515,2495,0,-5.3
H3#70,2500,2475,1,4.6
H3#71,2535,2555,0.5,0.3
H3#72,2475,2570,1,6.3
H3#73,2570,2535,1,4.5
H3#74,2510,2515,0.5,0.1
H3#75,2510,2500,0,-5.1
H3#76,2495,2340,1,2.9
H3#77,2500,2505,1,5.1
H3#78,2570,2555,1,4.8
H3#79,2340,2510,0,-2.7
H3#80,2535,2535,1,5.0
H3#81,2500,2500,1,5.0
H3#82,2505,2495,1,4.9
H3#83,2515,2570,0.5,0.8
H3#84,2475,2510,1,5.5
H3#85,2510,2570,0,-4.1
H3#86,2500,2475,0.5,-0.4
H3#87,2570,2340,0,-7.9
H3#88,2510,2505,0,-5.1
H3#89,2495,2500,1,5.1
H3#90,2555,2535,0,-5.3
H3#91,2535,2515,1,4.7
H4#1,2530,2480,1,4.3
H4#2,2485,2470,1,4.8
H4#3,2520,2455,0,-5.9
H4#4,2450,2485,1,5.5
H4#5,2490,2480,0.5,-0.1
H4#6,2445,2395,0,-5.7
H4#7,2385,2520,0,-3.1
H4#8,2480,2520,0.5,0.6
H4#9,2455,2490,0.5,0.5
H4#10,2520,2530,0.5,0.1
H4#11,2485,2450,0.5,-0.5
H4#12,2485,2385,0,-6.4
H4#13,2480,2445,1,4.5
H4#14,2470,2395,1,3.9
H4#15,2530,2485,0,-5.6
H4#16,2490,2480,0,-5.1
H4#17,2445,2455,0.5,0.1
H4#18,2395,2480,1,6.2
H4#19,2385,2485,0,-3.6
H4#20,2520,2520,0.5,0.0
H4#21,2450,2470,0,-4.7
H4#22,2485,2530,0,-4.4
H4#23,2450,2385,0,-5.9
H4#24,2485,2520,1,5.5
H4#25,2470,2480,0,-4.9
H4#26,2480,2445,0.5,-0.5
H4#27,2455,2395,0.5,-0.9
H4#28,2520,2490,0.5,-0.4
H4#29,2445,2520,0.5,1.1
H4#30,2395,2480,0,-3.8
H4#31,2480,2455,0,-5.4
H4#32,2385,2470,1,6.2
H4#33,2530,2450,1,3.9
H4#34,2490,2485,1,4.9
H4#35,2520,2485,0.5,-0.5
H4#36,2485,2445,1,4.4
H4#37,2470,2455,1,4.8
H4#38,2485,2490,0.5,0.1
H4#39,2450,2520,0.5,1.0
H4#40,2520,2395,1,3.3
H4#41,2385,2530,0,-3.0
H4#42,2480,2480,0,-5.0
H4#43,2455,2480,0,-4.6
H4#44,2520,2385,1,3.1
H4#45,2490,2450,1,4.4
H4#46,2480,2520,1,5.6
H4#47,2530,2470,0.5,-0.9
H4#48,2445,2485,0,-4.4
H4#49,2395,2485,0,-3.7
H4#50,2450,2445,0.5,-0.1
H4#51,2470,2480,1,5.1
H4#52,2485,2480,1,4.9
H4#53,2520,2455,0,-5.9
H4#54,2530,2520,1,4.9
H4#55,2385,2490,0,-3.5
H4#56,2485,2395,1,3.7
H4#57,2445,2385,1,4.1
H4#58,2490,2530,1,5.6
H4#59,2520,2470,0.5,-0.7
H4#60,2455,2485,0,-4.6
H4#61,2395,2450,0.5,0.8
H4#62,2480,2520,0,-4.4
H4#63,2480,2485,0.5,0.1
H4#64,2520,2490,0.5,-0.4
H4#65,2485,2455,0.5,-0.4
H4#66,2450,2480,1,5.4
H4#67,2470,2520,0.5,0.7
H4#68,2385,2395,1,5.1
H4#69,2485,2480,0,-5.1
H4#70,2530,2445,1,3.8
H4#71,2455,2450,1,4.9
H4#72,2445,2520,0.5,1.1
H4#73,2520,2485,1,4.5
H4#74,2480,2385,0.5,-1.3
H4#75,2480,2485,0.5,0.1
H4#76,2490,2470,0,-5.3
H4#77,2395,2530,0.5,1.9
H4#78,2450,2480,1,5.4
H4#79,2530,2480,1,4.3
H4#80,2470,2485,1,5.2
H4#81,2385,2455,0,-4.0
H4#82,2490,2445,0.5,-0.6
H4#83,2520,2395,0.5,-1.7
H4#84,2485,2520,0.5,0.5
H4#85,2480,2520,0.5,0.6
H4#86,2520,2450,1,4.0
H4#87,2455,2530,0.5,1.1
H4#88,2480,2385,1,3.7
H4#89,2485,2485,0.5,0.0
H4#90,2395,2490,0,-3.7
H4#91,2445,2470,0.5,0.4
H5#1,2430,2430,1,5.0
H5#2,2400,2430,0.5,0.4
H5#3,2350,2400,0,-4.3
H5#4,2435,2475,0.5,0.6
H5#5,2520,2505,0.5,-0.2
H5#6,2470,2510,0.5,0.6
H5#7,2515,2505,0.5,-0.1
H5#8,2350,2400,1,5.7
H5#9,2470,2390,0.5,-1.1
H5#10,2445,2520,0.5,1.1
H5#11,2530,2330,1,2.4
H5#12,2460,2495,0.5,0.5
H5#13,2505,2535,0.5,0.4
H5#14,2490,2495,1,5.1
H5#15,2535,2470,1,4.1
H5#16,2495,2490,0.5,-0.1
H5#17,2520,2350,0.5,-2.3
H5#18,2390,2445,1,5.8
H5#19,2330,2460,0,-3.2
H5#20,2495,2505,0.5,0.1
H5#21,2400,2530,0,-3.2
H5#22,2390,2535,0,-3.0
H5#23,2460,2400,1,4.1
H5#24,2530,2520,0.5,-0.1
H5#25,2505,2495,0.5,-0.1
H5#26,2490,2330,1,2.8
H5#27,2470,2495,0.5,0.4
H5#28,2445,2350,1,3.7
H5#29,2330,2505,0,-2.7
H5#30,2350,2530,0.5,2.4
H5#31,2495,2390,0,-6.5
H5#32,2400,2490,0,-3.7
H5#33,2535,2445,1,3.7
H5#34,2495,2470,1,4.6
H5#35,2520,2460,0.5,-0.9
H5#36,2470,2330,1,3.1
H5#37,2535,2495,1,4.4
H5#38,2460,2350,1,3.5
H5#39,2445,2530,0.5,1.2
H5#40,2390,2495,0.5,1.5
H5#41,2490,2520,0.5,0.4
H5#42,2505,2400,1,3.5
H5#43,2330,2390,0,-4.1
H5#44,2495,2445,1,4.3
H5#45,2530,2460,0.5,-1.0
H5#46,2495,2535,0.5,0.6
H5#47,2350,2490,1,6.9
H5#48,2400,2470,0.5,1.0
H5#49,2520,2505,0.5,-0.2
H5#50,2505,2350,0.5,-2.1
H5#51,2535,2330,1,2.4
H5#52,2495,2495,0.5,0.0
H5#53,2390,2400,0.5,0.1
H5#54,2490,2530,1,5.6
H5#55,2445,2460,0,-4.8
H5#56,2470,2520,0.5,0.7
H5#57,2400,2535,0,-3.1
H5#58,2330,2495,1,7.2
H5#59,2460,2490,0,-4.6
H5#60,2520,2390,0.5,-1.8
H5#61,2495,2445,0.5,-0.7
H5#62,2350,2470,1,6.7
H5#63,2530,2505,0.5,-0.4
H5#64,2505,2460,1,4.4
H5#65,2535,2520,0.5,-0.2
H5#66,2495,2330,1,2.8
H5#67,2495,2400,0.5,-1.3
H5#68,2390,2350,0.5,-0.6
H5#69,2445,2490,1,5.6
H5#70,2470,2530,1,5.9
H5#71,2520,2495,0.5,-0.4
H5#72,2330,2445,1,6.6
H5#73,2490,2505,0,-4.8
H5#74,2460,2470,0,-4.9
H5#75,2350,2535,0.5,2.4
H5#76,2400,2495,0,-3.7
H5#77,2530,2390,1,3.1
H5#78,2470,2490,0,-4.7
H5#79,2535,2530,0.5,-0.1
H5#80,2495,2520,0.5,0.4
H5#81,2445,2505,0,-4.1
H5#82,2390,2460,0.5,1.0
H5#83,2495,2350,0,-7.0
H5#84,2330,2400,0,-4.0
H5#85,2460,2535,0.5,1.1
H5#86,2530,2495,1,4.5
H5#87,2490,2390,0,-6.4
H5#88,2350,2495,0.5,2.0
H5#89,2400,2445,0.5,0.6
H5#90,2520,2330,1,2.5
H5#91,2505,2470,0.5,-0.5
H6#1,2535,2505,0.5,-0.4
H6#2,2535,2520,0.5,-0.2
H6#3,2535,2370,1,2.8
H6#4,2535,2495,0.5,-0.6
H6#5,2535,2430,0.5,-1.5
H6#6,2510,2480,0.5,-0.4
H6#7,2505,2560,0.5,0.8
H6#8,2505,2565,1,5.9
H6#9,2505,2480,0,-5.4
H6#10,2505,2500,1,4.9
H6#11,2505,2495,1,4.9
H6#12,2505,2565,0.5,0.9
H6#13,2505,2510,0.5,0.1
H6#14,2510,2430,0.5,-1.1
H6#15,2535,2450,0.5,-1.2
H6#16,2510,2500,0,-5.1
H6#17,2510,2495,1,4.8
H6#18,2510,2370,1,3.1
H6#19,2510,2520,0,-4.9
H6#20,2510,2535,0,-4.6
H6#21,2450,2560,0.5,1.5
H6#22,2450,2565,0,-3.4
H6#23,2450,2435,0,-5.2
H6#24,2450,2495,1,5.6
H6#25,2450,2565,1,6.6
H6#26,2450,2505,1,5.8
H6#27,2450,2510,1,5.9
H6#28,2535,2435,0.5,-1.4
H6#29,2500,2495,0.5,-0.1
H6#30,2430,2565,0,-3.1
H6#31,2430,2435,0.5,0.1
H6#32,2565,2480,0.5,-1.2
H6#33,2370,2430,0,-4.1
H6#34,2370,2435,0,-4.1
H6#35,2370,2560,1,7.5
H6#36,2495,2520,0.5,0.4
H6#37,2495,2565,0,-4.0
H6#38,2495,2370,1,3.3
H6#39,2495,2430,1,4.1
H6#40,2495,2565,0.5,1.0
H6#41,2495,2560,1,5.9
H6#42,2500,2535,0.5,0.5
H6#43,2500,2450,0,-5.7
H6#44,2500,2520,0.5,0.3
H6#45,2500,2370,0.5,-1.8
H6#46,2500,2480,1,4.7
H6#47,2500,2430,0.5,-1.0
H6#48,2480,2535,0.5,0.8
H6#49,2480,2450,1,4.6
H6#50,2480,2520,0.5,0.6
H6#51,2480,2370,0,-6.5
H6#52,2480,2495,0.5,0.2
H6#53,2480,2430,1,4.3
H6#54,2480,2435,0.5,-0.6
H6#55,2430,2450,0.5,0.3
H6#56,2430,2505,0,-3.9
H6#57,2430,2565,0,-3.1
H6#58,2430,2560,0.5,1.8
H6#59,2435,2510,0.5,1.1
H6#60,2435,2505,0.5,1.0
H6#61,2435,2565,0,-3.2
H6#62,2435,2495,0.5,0.9
H6#63,2370,2520,1,7.0
H6#64,2370,2505,0,-3.1
H6#65,2370,2450,0.5,1.1
H6#66,2565,2565,0.5,0.0
H6#67,2565,2480,0.5,-1.2
H6#68,2565,2500,0.5,-0.9
H6#69,2565,2370,1,2.5
H6#70,2565,2510,1,4.2
H6#71,2565,2535,0,-5.4
H6#72,2520,2560,0.5,0.6
H6#73,2520,2435,0.5,-1.2
H6#74,2520,2430,1,3.7
H6#75,2520,2565,0.5,0.6
H6#76,2520,2505,1,4.8
H6#77,2520,2450,1,4.0
H6#78,2435,2500,1,5.9
H6#79,2435,2565,0.5,1.8
H6#80,2435,2560,0.5,1.7
H6#81,2565,2535,0.5,-0.4
H6#82,2565,2510,0.5,-0.8
H6#83,2565,2520,0.5,-0.6
H6#84,2565,2370,1,2.5
H6#85,2565,2500,1,4.1
H6#86,2560,2480,0.5,-1.1
H6#87,2560,2535,0.5,-0.4
H6#88,2560,2510,0.5,-0.7
H6#89,2560,2565,0.5,0.1
H6#90,2560,2500,1,4.1
H6#91,2560,2565,0.5,0.1
H7#1,2460,2615,0.5,2.1
H7#2,2575,2575,0.5,0.0
H7#3,2585,2575,0.5,-0.1
H7#4,2570,2620,0.5,0.7
H7#5,2575,2575,0.5,0.0
H7#6,2575,2570,0.5,-0.1
H7#7,2460,2585,0.5,1.7
H7#8,2615,2620,0.5,0.1
H7#9,2575,2460,1,3.4
H7#10,2570,2575,1,5.1
H7#11,2585,2615,0.5,0.4
H7#12,2620,2575,0.5,-0.6
H7#13,2615,2575,0.5,-0.6
H7#14,2575,2620,0,-4.4
H7#15,2460,2570,0,-3.5
H7#16,2585,2575,0.5,-0.1
H7#17,2620,2460,0.5,-2.2
H7#18,2570,2585,0.5,0.2
H7#19,2575,2575,0.5,0.0
H7#20,2575,2615,0.5,0.6
H7#21,2575,2585,0.5,0.1
H7#22,2570,2615,0,-4.4
H7#23,2460,2575,0,-3.4
H7#24,2620,2575,1,4.4
H7#25,2585,2620,0.5,0.5
H7#26,2460,2575,0.5,1.6
H7#27,2575,2570,0.5,-0.1
H7#28,2615,2575,0.5,-0.6
H7#29,2615,2460,0.5,-2.1
H7#30,2575,2575,0.5,0.0
H7#31,2575,2585,0.5,0.1
H7#32,2620,2570,0.5,-0.7
H7#33,2585,2460,1,3.3
H7#34,2570,2575,0.5,0.1
H7#35,2575,2575,0,-5.0
H7#36,2620,2615,1,4.9
H7#37,2575,2570,0,-5.1
H7#38,2460,2575,0,-3.4
H7#39,2575,2620,0.5,0.6
H7#40,2615,2585,1,4.6
H7#41,2570,2460,0,-6.5
H7#42,2575,2615,0,-4.4
H7#43,2620,2575,0.5,-0.6
H7#44,2575,2585,1,5.1
H7#45,2585,2570,0.5,-0.2
H7#46,2575,2575,0.5,0.0
H7#47,2460,2620,0,-2.8
H7#48,2615,2575,1,4.4
H7#49,2575,2460,1,3.4
H7#50,2585,2575,0.5,-0.1
H7#51,2615,2570,0.5,-0.6
H7#52,2575,2615,0.5,0.6
H7#53,2570,2575,1,5.1
H7#54,2575,2615,0.5,0.6
H7#55,2575,2460,1,3.4
H7#56,2620,2585,0.5,-0.5
H8#1,2665,2515,1,3.0
H8#2,2605,2590,0.5,-0.2
H8#3,2605,2595,0,-5.1
H8#4,2605,2515,1,3.7
H8#5,2605,2560,0.5,-0.6
H8#6,2605,2665,0.5,0.9
H8#7,2605,2550,0,-5.8
H8#8,2605,2645,0.5,0.6
H8#9,2590,2605,1,5.2
H8#10,2590,2595,0.5,0.1
H8#11,2590,2515,1,3.9
H8#12,2590,2560,1,4.6
H8#13,2590,2665,0,-3.9
H8#14,2590,2550,0.5,-0.6
H8#15,2595,2605,0.5,0.1
H8#16,2595,2590,0.5,-0.1
H8#17,2595,2515,1,3.9
H8#18,2595,2560,1,4.5
H8#19,2595,2665,0.5,1.0
H8#20,2595,2550,0.5,-0.6
H8#21,2595,2645,0,-4.3
H8#22,2515,2605,1,6.3
H8#23,2515,2590,0.5,1.1
H8#24,2515,2595,0.5,1.1
H8#25,2515,2560,0,-4.4
H8#26,2515,2665,0.5,2.0
H8#27,2515,2550,0.5,0.5
H8#28,2515,2645,0.5,1.8
H8#29,2560,2605,1,5.6
H8#30,2560,2590,0,-4.6
H8#31,2560,2595,0.5,0.5
H8#32,2560,2515,0,-5.6
H8#33,2560,2665,0.5,1.5
H8#34,2560,2550,0.5,-0.1
H8#35,2560,2645,1,6.2
H8#36,2665,2605,1,4.1
H8#37,2665,2590,1,3.9
H8#38,2665,2595,0.5,-1.0
H8#39,2645,2550,0.5,-1.3
H8#40,2645,2665,0.5,0.3
H8#41,2645,2560,0.5,-1.2
H8#42,2645,2515,0.5,-1.8
H8#43,2645,2595,0,-5.7
H8#44,2645,2590,1,4.2
H8#45,2645,2605,0.5,-0.6
H8#46,2550,2645,0.5,1.3
H8#47,2550,2665,0.5,1.6
H8#48,2550,2560,0.5,0.1
H8#49,2550,2515,0,-5.5
H8#50,2550,2595,0.5,0.6
H8#51,2550,2590,0.5,0.6
H8#52,2550,2605,1,5.8
H8#53,2665,2645,0,-5.3
H8#54,2665,2550,0.5,-1.6
H8#55,2665,2560,1,3.5
H8#56,2590,2645,0.5,0.8
H9#1,2505,2610,0.5,1.5
H9#2,2505,2600,0.5,1.3
H9#3,2505,2615,0.5,1.5
H9#4,2505,2585,1,6.1
H9#5,2585,2505,0,-6.1
H9#6,2585,2615,0.5,0.4
H9#7,2585,2610,0.5,0.4
H9#8,2585,2610,1,5.4
H9#9,2585,2600,0.5,0.2
H9#10,2585,2615,0.5,0.4
H9#11,2585,2585,0,-5.0
H9#12,2615,2505,1,3.5
H9#13,2615,2585,0.5,-0.4
H9#14,2615,2610,1,4.9
H9#15,2615,2610,0.5,-0.1
H9#16,2615,2600,0.5,-0.2
H9#17,2505,2585,0,-3.9
H9#18,2505,2610,0.5,1.5
H9#19,2615,2615,1,5.0
H9#20,2615,2585,0.5,-0.4
H9#21,2610,2505,0.5,-1.5
H9#22,2610,2585,0,-5.4
H9#23,2610,2615,0.5,0.1
H9#24,2610,2610,0.5,0.0
H9#25,2610,2600,0,-5.1
H9#26,2610,2615,1,5.1
H9#27,2610,2615,0.5,0.1
H9#28,2610,2610,0,-5.0
H9#29,2610,2600,0.5,-0.1
H9#30,2610,2615,1,5.1
H9#31,2610,2585,0.5,-0.4
H9#32,2600,2505,1,3.7
H9#33,2600,2585,0.5,-0.2
H9#34,2600,2615,0.5,0.2
H9#35,2600,2610,0,-4.9
H9#36,2600,2610,0,-4.9
H9#37,2600,2615,0.5,0.2
H9#38,2600,2585,1,4.8
H9#39,2615,2505,0.5,-1.5
H9#40,2615,2585,1,4.6
H9#41,2615,2615,0.5,0.0
H9#42,2615,2610,1,4.9
H9#43,2615,2610,1,4.9
H9#44,2615,2600,0.5,-0.2
H9#45,2615,2585,0.5,-0.4
H9#46,2585,2505,1,3.9
H9#47,2585,2585,1,5.0
H9#48,2585,2615,0.5,0.4
H9#49,2585,2610,0.5,0.4
H9#50,2585,2610,0.5,0.4
H9#51,2585,2600,0.5,0.2
H9#52,2585,2615,0.5,0.4
H9#53,2505,2615,0.5,1.5
H9#54,2610,2585,0.5,-0.4
H9#55,2610,2585,0.5,-0.4
H9#56,2610,2505,0.5,-1.5
H0#1,2560,2600,1,5.6
H0#2,2560,2605,0.5,0.6
H0#3,2560,2590,0,-4.6
H0#4,2560,2560,0.5,0.0
H0#5,2560,2510,0.5,-0.7
H0#6,2560,2545,1,4.8
H0#7,2590,2545,0.5,-0.6
H0#8,2560,2595,0,-4.5
H0#9,2560,2600,0.5,0.6
H0#10,2600,2595,1,4.9
H0#11,2600,2545,0.5,-0.8
H0#12,2600,2510,1,3.7
H0#13,2560,2595,1,5.5
H0#14,2560,2545,1,4.8
H0#15,2560,2510,0.5,-0.7
H0#16,2560,2560,1,5.0
H0#17,2560,2590,0.5,0.4
H0#18,2590,2605,1,5.2
H0#19,2590,2600,1,5.1
H0#20,2590,2510,1,3.9
H0#21,2590,2560,1,4.6
H0#22,2590,2560,1,4.6
H0#23,2600,2605,1,5.1
H0#24,2605,2590,0,-5.2
H0#25,2605,2560,0.5,-0.6
H0#26,2605,2560,0.5,-0.6
H0#27,2605,2510,1,3.7
H0#28,2605,2545,1,4.1
H0#29,2605,2600,1,4.9
H0#30,2560,2605,0.5,0.6
H0#31,2510,2590,0.5,1.1
H0#32,2510,2560,0,-4.3
H0#33,2510,2560,0,-4.3
H0#34,2510,2545,1,5.5
H0#35,2510,2595,0.5,1.2
H0#36,2510,2600,1,6.3
H0#37,2605,2595,1,4.9
H0#38,2590,2595,1,5.1
H0#39,2510,2605,0,-3.7
H0#40,2545,2590,1,5.6
H0#41,2545,2560,1,5.2
H0#42,2545,2560,1,5.2
H0#43,2545,2510,0.5,-0.5
H0#44,2545,2595,0.5,0.7
H0#45,2545,2600,0.5,0.8
H0#46,2545,2605,1,5.9
H0#47,2595,2590,0,-5.1
H0#48,2595,2560,1,4.5
H0#49,2595,2560,0.5,-0.5
H0#50,2595,2510,1,3.8
H0#51,2595,2545,0.5,-0.7
H0#52,2595,2600,0.5,0.1
H0#53,2595,2605,0.5,0.1
H0#54,2600,2590,1,4.9
H0#55,2600,2560,0.5,-0.6
H0#56,2600,2560,0.5,-0.6
H1#1,2605,2630,0.5,0.4
H1#2,2610,2570,1,4.4
H1#3,2680,2615,1,4.1
H1#4,2405,2590,0.5,2.4
H1#5,2590,2605,1,5.2
H1#6,2570,2630,0,-4.1
H1#7,2615,2405,1,2.3
H1#8,2610,2680,0,-4.0
H1#9,2405,2610,0.5,2.6
H1#10,2630,2590,0,-5.6
H1#11,2605,2615,0,-4.9
H1#12,2680,2570,0.5,-1.5
H1#13,2680,2405,0.5,-3.3
H1#14,2615,2630,0.5,0.2
H1#15,2610,2605,1,4.9
H1#16,2570,2590,0.5,0.3
H1#17,2405,2570,0,-2.8
H1#18,2590,2615,0.5,0.4
H1#19,2630,2610,0.5,-0.3
H1#20,2605,2680,0.5,1.1
H1#21,2630,2405,0.5,-2.9
H1#22,2605,2570,0.5,-0.5
H1#23,2615,2610,0.5,-0.1
H1#24,2590,2680,0.5,1.3
H1#25,2570,2615,0.5,0.6
H1#26,2610,2590,0,-5.3
H1#27,2405,2605,0.5,2.6
H1#28,2680,2630,1,4.3
H1#29,2615,2680,0,-4.1
H1#30,2630,2605,1,4.6
H1#31,2570,2610,0.5,0.6
H1#32,2590,2405,1,2.6
H1#33,2605,2590,1,4.8
H1#34,2630,2570,1,4.1
H1#35,2405,2615,0,-2.3
H1#36,2680,2610,0,-6.0
H1#37,2590,2630,0.5,0.6
H1#38,2610,2405,1,2.4
H1#39,2615,2605,0,-5.1
H1#40,2570,2680,0,-3.5
H1#41,2630,2615,0,-5.2
H1#42,2405,2680,0,-1.7
H1#43,2590,2570,1,4.7
H1#44,2605,2610,0.5,0.1
H1#45,2680,2605,1,3.9
H1#46,2615,2590,0,-5.4
H1#47,2570,2405,0.5,-2.2
H1#48,2610,2630,0.5,0.3
H1#49,2610,2615,1,5.1
H1#50,2405,2630,0.5,2.9
H1#51,2680,2590,1,3.7
H1#52,2570,2605,0,-4.5
H1#53,2630,2680,0.5,0.7
H1#54,2590,2610,0.5,0.3
H1#55,2605,2405,1,2.4
H1#56,2615,2570,1,4.4
H2#1,2515,2670,0.5,2.1
H2#2,2590,2510,1,3.9
H2#3,2595,2640,1,5.6
H2#4,2425,2575,0,-3.0
H2#5,2640,2590,0.5,-0.7
H2#6,2515,2425,0.5,-1.3
H2#7,2670,2510,1,2.8
H2#8,2575,2595,0.5,0.3
H2#9,2510,2640,0.5,1.8
H2#10,2590,2575,1,4.8
H2#11,2595,2515,0.5,-1.1
H2#12,2425,2670,0,-2.0
H2#13,2425,2595,0.5,2.3
H2#14,2670,2640,1,4.6
H2#15,2575,2510,1,4.1
H2#16,2515,2590,0.5,1.1
H2#17,2640,2575,0,-5.9
H2#18,2590,2425,1,2.8
H2#19,2595,2670,0,-3.9
H2#20,2510,2515,0.5,0.1
H2#21,2575,2515,1,4.1
H2#22,2590,2670,0,-3.9
H2#23,2640,2425,1,2.2
H2#24,2510,2595,1,6.2
H2#25,2670,2575,0,-6.3
H2#26,2425,2510,0.5,1.2
H2#27,2515,2640,0.5,1.7
H2#28,2595,2590,0.5,-0.1
H2#29,2670,2515,0.5,-2.1
H2#30,2640,2595,0.5,-0.6
H2#31,2575,2425,1,3.0
H2#32,2510,2590,0.5,1.1
H2#33,2595,2575,1,4.7
H2#34,2425,2515,1,6.3
H2#35,2510,2670,0.5,2.2
H2#36,2590,2640,1,5.7
H2#37,2670,2425,1,2.0
H2#38,2575,2590,0.5,0.2
H2#39,2640,2510,0,-6.8
H2#40,2515,2595,1,6.1
H2#41,2510,2575,0.5,0.9
H2#42,2595,2425,1,2.7
H2#43,2590,2515,0.5,-1.1
H2#44,2640,2670,0.5,0.4
H2#45,2425,2590,0.5,2.2
H2#46,2575,2640,0,-4.1
H2#47,2670,2595,0,-6.1
H2#48,2515,2510,1,4.9
H2#49,2425,2640,0.5,2.8
H2#50,2595,2510,0,-6.2
H2#51,2515,2575,0.5,0.9
H2#52,2670,2590,1,3.9
H2#53,2510,2425,1,3.8
H2#54,2575,2670,1,6.3
H2#55,2640,2515,0.5,-1.7
H2#56,2590,2595,0.5,0.1
H3#1,2535,2580,1,5.6
H3#2,2510,2595,0.5,1.2
H3#3,2560,2595,0,-4.5
H3#4,2590,2575,0.5,-0.2
H3#5,2440,2415,0.5,-0.4
H3#6,2560,2535,1,4.6
H3#7,2595,2440,1,2.9
H3#8,2595,2415,0,-7.4
H3#9,2575,2510,0,-5.9
H3#10,2580,2590,0,-4.9
H3#11,2535,2595,0.5,0.9
H3#12,2590,2560,0.5,-0.4
H3#13,2510,2580,0,-4.0
H3#14,2415,2595,0,-2.6
H3#15,2440,2575,1,6.9
H3#16,2575,2415,1,2.8
H3#17,2580,2440,0,-6.9
H3#18,2595,2595,0,-5.0
H3#19,2560,2510,0.5,-0.7
H3#20,2535,2590,0,-4.2
H3#21,2440,2560,0,-3.3
H3#22,2415,2580,1,7.2
H3#23,2595,2575,0.5,-0.3
H3#24,2590,2595,1,5.1
H3#25,2510,2535,0,-4.6
H3#26,2535,2440,0,-6.3
H3#27,2560,2415,0.5,-2.0
H3#28,2595,2575,0,-5.3
H3#29,2590,2510,1,3.9
H3#30,2580,2595,0.5,0.2
H3#31,2510,2595,0,-3.8
H3#32,2415,2535,0.5,1.7
H3#33,2575,2580,0.5,0.1
H3#34,2595,2560,1,4.5
H3#35,2440,2590,0.5,2.0
H3#36,2590,2415,1,2.7
H3#37,2595,2580,1,4.8
H3#38,2535,2595,0.5,0.9
H3#39,2560,2575,0.5,0.2
H3#40,2510,2440,1,4.0
H3#41,2415,2510,1,6.3
H3#42,2575,2535,0,-5.6
H3#43,2595,2590,0.5,-0.1
H3#44,2440,2595,0.5,2.1
H3#45,2580,2560,1,4.7
H4#1,2410,2400,0,-5.1
H4#2,2520,2625,0.5,1.5
H4#3,2520,2400,0.5,-1.7
H4#4,2520,2410,1,3.5
H4#5,2520,2505,0.5,-0.2
H4#6,2520,2450,0.5,-1.0
H4#7,2625,2400,0.5,-2.9
H4#8,2625,2510,0.5,-1.6
H4#9,2625,2375,1,1.9
H4#10,2625,2450,0.5,-2.3
H4#11,2465,2520,0.5,0.8
H4#12,2465,2625,0.5,2.2
H4#13,2465,2415,0.5,-0.7
H4#14,2465,2510,0.5,0.6
H4#15,2465,2375,0,-6.3
H4#16,2400,2465,0,-4.1
H4#17,2400,2415,0.5,0.2
H4#18,2400,2505,1,6.5
H4#19,2400,2450,0,-4.3
H4#20,2415,2520,0.5,1.5
H4#21,2415,2625,0.5,2.7
H4#22,2415,2510,0,-3.7
H4#23,2415,2375,0.5,-0.6
H4#24,2415,2410,0.5,-0.1
H4#25,2510,2520,0.5,0.1
H4#26,2510,2400,0.5,-1.5
H4#27,2510,2410,0.5,-1.4
H4#28,2510,2450,1,4.1
H4#29,2375,2520,0.5,2.0
H4#30,2375,2400,0.5,0.4
H4#31,2375,2510,0,-3.1
H4#32,2375,2410,0.5,0.5
H4#33,2410,2625,0,-2.2
H4#34,2410,2465,0.5,0.8
H4#35,2410,2505,0.5,1.3
H4#36,2410,2450,1,5.6
H4#37,2505,2625,0.5,1.7
H4#38,2505,2465,0.5,-0.6
H4#39,2505,2415,0.5,-1.3
H4#40,2505,2510,0,-4.9
H4#41,2505,2375,1,3.2
H4#42,2450,2465,0,-4.8
H4#43,2450,2415,0.5,-0.5
H4#44,2450,2375,1,3.9
H4#45,2450,2505,0.5,0.8
H5#1,2590,2655,0.5,0.9
H5#2,2590,2600,1,5.1
H5#3,2620,2565,0.5,-0.8
H5#4,2455,2550,1,6.3
H5#5,2560,2525,0.5,-0.5
H5#6,2525,2655,0,-3.2
H5#7,2550,2620,0.5,1.0
H5#8,2565,2590,0.5,0.4
H5#9,2600,2455,0,-7.0
H5#10,2560,2590,0.5,0.4
H5#11,2620,2600,0,-5.3
H5#12,2655,2565,0,-6.3
H5#13,2590,2550,0.5,-0.6
H5#14,2455,2560,0.5,1.5
H5#15,2590,2525,0.5,-0.9
H5#16,2600,2590,1,4.9
H5#17,2525,2565,0.5,0.6
H5#18,2560,2620,0,-4.1
H5#19,2590,2455,1,3.1
H5#20,2535,2650,0,-3.4
H5#21,2455,2525,1,6.0
H5#22,2620,2590,0.5,-0.4
H5#23,2565,2550,1,4.8
H5#24,2590,2560,0,-5.4
H5#25,2655,2600,0.5,-0.8
H5#26,2560,2655,0.5,1.3
H5#27,2525,2550,0.5,0.4
H5#28,2590,2590,0.5,0.0
H5#29,2600,2565,1,4.5
H5#30,2455,2620,0,-2.8
H5#31,2565,2560,0.5,-0.1
H5#32,2550,2600,0.5,0.7
H5#33,2590,2455,0,-6.9
